#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
1,National Institute of Technology Karnataka Surathkal,"B.Tech (Chemical, Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Metallurgical & Materials, Mining), MBA (Management)",Dakshina Kannada,"Surathkal, Mangalore, Karnataka 575025",+91-824-2474000 | registrar@nitk.edu.in,https://www.nitk.ac.in/,Karnataka
2,International Institute of Information Technology Bangalore,"B.Tech (Computer Science, Electronics & Communication), PGDM (Management)",Bengaluru Urban,"26/C, Electronics City Phase 1, Hosur Road, Bengaluru, Karnataka 560100",+91-80-41407777 | info@iiitb.ac.in,https://www.iiitb.ac.in/,Karnataka
3,RV College of Engineering,"B.Tech (Aerospace, Biotechnology, Chemical, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Industrial Engineering, Information Science, Instrumentation, Mechanical, Telecommunication), MBA (Management)",Bengaluru Urban,"Mysore Road, RV Vidyaniketan Post, Bengaluru, Karnataka 560059",+91-80-68188100 | principal@rvce.edu.in,https://rvce.edu.in/,Karnataka
4,BMS College of Engineering,"B.Tech (Aerospace, Biotechnology, Chemical, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Industrial Engineering, Information Science, Mechanical, Medical Electronics, Telecommunication), MBA (Management)",Bengaluru Urban,"Bull Temple Road, Basavanagudi, Bengaluru, Karnataka 560019",+91-80-26622130 | principal@bmsce.ac.in,https://bmsce.ac.in/,Karnataka
5,PES University,"B.Tech (Biotechnology, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical), MBA (Marketing, Finance, HR, Operations)",Bengaluru Urban,"100 Feet Ring Road, BSK III Stage, Bengaluru, Karnataka 560085",+91-80-26721983 | admissions@pes.edu,https://pes.edu/,Karnataka
6,Ramaiah Institute of Technology,"B.Tech (Artificial Intelligence & Machine Learning, Biotechnology, Chemical, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Industrial Engineering, Information Science, Mechanical, Medical Electronics, Telecommunication), MBA (Management)",Bengaluru Urban,"MSR Nagar, Bengaluru, Karnataka 560054",+91-80-23607902 | admissions@msrit.edu,https://www.msrit.edu/,Karnataka
7,Sri Jayachamarajendra College of Engineering,"B.Tech (Biotechnology, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Environmental, Industrial & Production, Instrumentation Technology, Mechanical, Polymer Science), MBA (Management)",Mysuru,"JSS Science and Technology University Campus, Mysuru, Karnataka 570006",+91-821-2548285 | admin@sjce.ac.in,https://sjce.ac.in/,Karnataka
8,Siddaganga Institute of Technology,"B.Tech (Chemical, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Industrial Engineering, Information Science, Instrumentation Technology, Mechanical, Telecommunication), MBA (Management)",Tumakuru,"BH Road, Tumakuru, Karnataka 572103",+91-816-2282999 | principal@sit.ac.in,https://www.sit.ac.in/,Karnataka
9,Manipal Institute of Technology,"B.Tech (Aeronautical, Automobile, Biomedical, Biotechnology, Chemical, Civil, Computer & Communication, Computer Science, Data Science, Electrical & Electronics, Electronics & Communication, Industrial & Production, Information Technology, Mechanical, Mechatronics), MBA (Management)",Udupi,"Manipal, Karnataka 576104",+91-820-2922400 | admissions@manipal.edu,https://manipal.edu/mit.html,Karnataka
10,NMAM Institute of Technology,"B.Tech (Artificial Intelligence & Machine Learning, Biotechnology, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Information Science, Mechanical, Robotics & Artificial Intelligence), MBA (Management)",Udupi,"Nitte, Karkala Taluk, Udupi, Karnataka 574110",+91-8258-281263 | principal_nmamit@nitte.edu.in,https://nmamit.nitte.edu.in/,Karnataka
11,Christ University,"B.Tech (Automobile, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Information Technology, Mechanical, Robotics & Mechatronics), MBA (Marketing, Finance, HR, Business Analytics)",Bengaluru Urban,"Hosur Road, Bengaluru, Karnataka 560029",+91-80-40129100 | mail@christuniversity.in,https://christuniversity.in/,Karnataka
12,IIT Dharwad,"B.Tech (Chemical & Biochemical, Civil & Infrastructure, Computer Science, Electrical, Electronics & Communication, Engineering Physics, Mathematics & Computing, Mechanical), MBA (Management)",Dharwad,"IIT Dharwad, WALMI Campus, Belur Industrial Area, Near High Court, PB Road, Dharwad, Karnataka 580011",+91-836-2212839 | pro@iitdh.ac.in,https://www.iitdh.ac.in/,Karnataka
13,Visvesvaraya Technological University,"B.Tech (various through affiliates), MBA (Management)",Belagavi,"Jnana Sangama, Belagavi, Karnataka 590018",+91-831-2498100 | registrar@vtu.ac.in,https://vtu.ac.in/,Karnataka
14,Yenepoya Institute of Technology,"B.Tech (Artificial Intelligence & Machine Learning, Computer Science, Electrical & Electronics, Electronics & Communication, Information Science, Mechanical), MBA (Management)",Dakshina Kannada,"N.H.13, Thodar, Moodbidri, Mangalore Taluk, Dakshina Kannada, Karnataka 574225",+91-824-2203524 | principal@yit.edu.in,https://www.yit.edu.in/,Karnataka
15,GITAM School of Technology Bangalore,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical), MBA (Management)",Bengaluru Rural,"NH 207, Nagadenehalli, Doddaballapur Taluk, Bengaluru Rural, Karnataka 561203",+91-80-28098000 | admissions_blr@gitam.edu,https://www.gitam.edu/,Karnataka
16,Jain University,"B.Tech (Aerospace, Artificial Intelligence & Machine Learning, Civil, Computer Science, Electrical & Electronics Engineering, Electronics & Communication, Information Science, Mechanical), MBA (Marketing, Finance, HR, Aviation, Business Analytics)",Bengaluru Urban,"44/4, District Fund Road, Jayanagar 9th Block, Bengaluru, Karnataka 560069",+91-80-46501738 | admissions@jainuniversity.ac.in,https://www.jainuniversity.ac.in/,Karnataka
17,Indian Institute of Science Bangalore,"B.Tech (Mathematics & Computing), MBA (Management)",Bengaluru Urban,"CV Raman Road, Bengaluru, Karnataka 560012",+91-80-22932001 | registrar@iisc.ac.in,https://iisc.ac.in/,Karnataka
18,Canara Engineering College,"B.Tech (Artificial Intelligence & Machine Learning, Computer Science, Electronics & Communication, Information Science, Mechanical)",Dakshina Kannada,"Benjanapadavu, Bantwal Taluk, Mangalore, Karnataka 574219",+91-824-2278666 | cec@canaraengineering.in,https://www.canaraengineering.in/,Karnataka
19,Dayananda Sagar College of Engineering,"B.Tech (Aeronautical, Artificial Intelligence & Machine Learning, Automobile, Biotechnology, Chemical, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Information Science, Mechanical, Medical Electronics), MBA (Management)",Bengaluru Urban,"Shavige Malleshwara Hills, Kumaraswamy Layout, Bengaluru, Karnataka 560111",+91-80-42161750 | admissions@dayanandasagar.edu,https://www.dsce.edu.in/,Karnataka
20,PES College of Engineering,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Information Science, Mechanical), MBA (Management)",Mandya,"PES Engineering College Road, Mandya, Karnataka 571401",+91-8236-220043 | principal@pesce.ac.in,https://pce.pes.edu/,Karnataka
21,JSS Academy of Technical Education,"B.Tech (Civil, Computer Science, Electronics & Communication, Information Science, Mechanical, Robotics & Automation), MBA (Management)",Bengaluru Urban,"JSSATE Campus, Uttarahalli-Kengeri Road, Bengaluru, Karnataka 560060",+91-80-28611902 | principal@jssateb.ac.in,https://www.jssateb.ac.in/,Karnataka
